location,size,total_sqft,bath,price,price_per_sqft
Bannerghatta Road,3,1550.0,3.0,78.0,5032.258064516129
Green Glen Layout,4,3250.0,4.0,230.0,7076.923076923077
Haralur Road,3,2475.0,4.0,130.0,5252.525252525253
7th Phase JP Nagar,4,2503.0,4.0,188.0,7510.986815821015
Marathahalli,4,2524.0,5.0,190.0,7527.733755942948
Kaggadasapura,2,1063.0,2.0,42.0,3951.081843838194
Kanakpura Road,2,1077.0,2.0,37.7,3500.4642525533895
other,2,1200.0,3.0,44.0,3666.6666666666665
Hosakerehalli,4,1500.0,3.0,70.0,4666.666666666667
Jalahalli,2,1045.0,2.0,76.77,7346.411483253589
Kanakapura,3,1290.0,2.0,45.15,3500.0
Hoodi,2,1400.0,2.0,78.0,5571.428571428572
Begur Road,3,1600.0,3.0,58.14,3633.75
other,3,3095.0,3.0,375.0,12116.316639741519
Nagavara,3,1545.0,2.0,58.0,3754.045307443366
Sarjapur  Road,3,1680.0,3.0,112.0,6666.666666666667
other,2,1350.0,2.0,67.5,5000.0
Gottigere,2,950.0,2.0,38.0,4000.0
Thanisandra,2,1050.0,2.0,45.0,4285.714285714285
Banashankari Stage V,3,1305.0,2.0,49.0,3754.7892720306513
Hosakerehalli,4,800.0,4.0,120.0,15000.0
Kodichikkanahalli,5,2700.0,7.0,125.0,4629.62962962963
other,3,1100.0,3.0,78.0,7090.909090909091
Thanisandra,6,3500.0,5.0,160.0,4571.428571428572
Begur Road,3,1634.0,3.0,83.33,5099.7552019583845
Prithvi Layout,2,1352.0,2.0,85.0,6286.98224852071
Balagere,2,1145.0,2.0,65.0,5676.855895196507
other,2,1240.0,2.0,43.79,3531.451612903226
7th Phase JP Nagar,3,2200.0,3.0,190.0,8636.363636363636
Bommasandra Industrial Area,2,1020.0,2.0,39.0,3823.529411764706
other,4,3600.0,4.0,365.0,10138.888888888889
Raja Rajeshwari Nagar,2,1168.0,2.0,61.0,5222.602739726028
Electronic City Phase II,2,1205.0,2.0,75.0,6224.066390041494
Yeshwanthpur,2,1195.0,2.0,100.0,8368.200836820084
CV Raman Nagar,2,1028.0,2.0,49.0,4766.536964980544
other,2,1175.0,2.0,48.27,4108.085106382979
Pai Layout,3,1550.0,2.0,90.0,5806.451612903225
Yeshwanthpur,3,1826.0,3.0,165.0,9036.144578313253
Hoodi,5,2400.0,5.0,160.0,6666.666666666667
Yelahanka,3,1603.0,3.0,96.0,5988.7710542732375
Marathahalli,3,1350.0,3.0,72.0,5333.333333333333
KR Puram,1,714.0,1.0,28.0,3921.5686274509803
Whitefield,2,1215.0,2.0,65.0,5349.794238683127
Malleshpalya,3,1405.0,2.0,77.0,5480.427046263345
KR Puram,2,1142.0,2.0,51.0,4465.84938704028
other,4,4000.0,4.0,170.0,4250.0
Whitefield,3,1870.0,3.0,90.0,4812.834224598931
Subramanyapura,2,1313.0,2.0,73.0,5559.786747905559
other,3,1945.0,3.0,120.0,6169.665809768638
Thanisandra,3,1573.0,3.0,95.0,6039.4151303242215
Sarjapur  Road,2,1255.0,2.0,92.0,7330.677290836654
Benson Town,4,1400.0,3.0,91.15,6510.714285714285
Kannamangala,2,1235.0,2.0,43.63,3532.7935222672063
Sarjapur  Road,3,1380.0,2.0,52.0,3768.1159420289855
Ramamurthy Nagar,7,1500.0,9.0,250.0,16666.666666666668
Vittasandra,2,1238.0,2.0,67.0,5411.954765751211
other,3,1465.0,2.0,74.72,5100.341296928327
Thigalarapalya,2,1418.0,2.0,103.0,7263.7517630465445
other,3,1650.0,3.0,165.0,10000.0
Anekal,1,351.0,1.0,16.0,4558.404558404558
Uttarahalli,2,1279.0,2.0,48.0,3752.9319781078966
Kasavanhalli,3,1870.0,3.0,200.0,10695.187165775402
other,4,1500.0,5.0,230.0,15333.333333333334
Hebbal,3,2526.0,2.0,250.0,9897.070467141726
other,3,1550.0,2.0,150.0,9677.41935483871
Uttarahalli,3,1845.0,2.0,68.27,3700.271002710027
other,3,1360.0,2.0,59.27,4358.088235294118
other,3,1150.0,2.0,75.0,6521.739130434783
Whitefield,2,1260.0,2.0,49.5,3928.5714285714284
other,3,1200.0,3.0,74.0,6166.666666666667
Dasanapura,2,965.0,2.0,42.5,4404.145077720207
Hoodi,3,1350.0,2.0,48.0,3555.5555555555557
Bhoganhalli,2,1447.0,2.0,75.97,5250.172771250864
other,3,1229.0,3.0,86.03,7000.0
Kudlu,2,1027.0,2.0,43.0,4186.952288218111
Gottigere,2,1153.0,2.0,48.5,4206.418039895923
Whitefield,4,2856.0,5.0,145.5,5094.53781512605
Malleshpalya,2,1065.0,2.0,50.0,4694.835680751174
other,2,1030.0,2.0,61.0,5922.330097087379
Mallasandra,2,1340.0,2.0,61.0,4552.238805970149
Marathahalli,4,4000.0,5.0,212.0,5300.0
other,1,600.0,1.0,32.0,5333.333333333333
Begur Road,3,1410.0,2.0,44.42,3150.354609929078
Varthur,2,1055.0,2.0,45.35,4298.578199052133
Yelahanka,2,1304.0,2.0,79.0,6058.2822085889575
other,4,2720.0,4.0,485.0,17830.882352941175
Kammasandra,2,990.0,2.0,31.5,3181.818181818182
7th Phase JP Nagar,2,1035.0,2.0,39.33,3800.0
Tumkur Road,1,700.0,1.0,30.09,4298.571428571428
Sonnenahalli,2,1120.0,2.0,43.0,3839.285714285714
Haralur Road,2,1300.0,2.0,73.0,5615.384615384615
Tumkur Road,2,1239.0,2.0,82.0,6618.240516545601
Sarjapur  Road,3,1403.0,3.0,51.63,3679.9714896650034
Hosa Road,2,1365.0,2.0,92.0,6739.92673992674
other,2,1165.0,2.0,135.0,11587.982832618025
Subramanyapura,3,1130.0,2.0,45.19,3999.1150442477874
Green Glen Layout,3,1776.42,3.0,105.0,5910.764346269463
Vidyaranyapura,4,900.0,4.0,175.0,19444.444444444445
Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
other,2,1107.0,2.0,33.0,2981.029810298103
Nagavara,3,2319.0,3.0,180.0,7761.966364812419
other,3,1520.0,3.0,80.0,5263.1578947368425
Kannamangala,3,1536.0,3.0,89.0,5794.270833333333
other,4,3000.0,4.0,240.0,8000.0
other,2,1050.0,2.0,38.0,3619.0476190476193
Hoodi,3,1850.0,3.0,146.0,7891.891891891892
Billekahalli,2,1112.0,2.0,62.0,5575.5395683453235
Marathahalli,3,1535.0,3.0,72.5,4723.127035830619
Kanakpura Road,2,1050.0,2.0,35.0,3333.3333333333335
Banashankari,4,2400.0,3.0,370.0,15416.666666666666
7th Phase JP Nagar,3,1250.0,3.0,65.0,5200.0
Kalena Agrahara,2,1187.0,2.0,52.0,4380.791912384162
9th Phase JP Nagar,2,1164.0,2.0,56.0,4810.996563573884
Electronic City Phase II,3,1395.0,2.0,62.78,4500.358422939068
Arekere,3,2072.0,3.0,108.0,5212.355212355213
Kanakpura Road,3,1450.0,3.0,60.91,4200.689655172414
Bannerghatta Road,3,1550.0,3.0,82.0,5290.322580645161
other,2,1315.0,2.0,90.0,6844.106463878327
Hebbal,4,3067.0,4.0,230.0,7499.184871209651
other,2,1210.0,2.0,72.0,5950.413223140496
Bisuvanahalli,3,1075.0,2.0,47.0,4372.093023255814
other,6,11338.0,9.0,1000.0,8819.897689186806
other,3,1215.0,3.0,42.2,3473.251028806584
Kaggadasapura,3,1470.0,2.0,75.0,5102.040816326531
other,4,30000.0,4.0,2100.0,7000.0
Hosur Road,3,1590.0,2.0,125.0,7861.635220125786
Kanakpura Road,2,1050.0,2.0,36.75,3500.0
Raja Rajeshwari Nagar,2,1306.0,2.0,55.91,4281.010719754977
Malleshwaram,3,2000.0,3.0,250.0,12500.0
other,3,1445.0,3.0,64.0,4429.065743944637
Sarjapur  Road,3,1220.0,3.0,58.0,4754.098360655737
Sarjapur,4,3190.0,3.0,160.0,5015.673981191223
Ramagondanahalli,2,1215.0,2.0,51.26,4218.930041152264
Budigere,3,1920.0,2.0,88.0,4583.333333333333
Dodda Nekkundi,2,1390.0,2.0,60.0,4316.546762589928
Battarahalli,3,800.0,2.0,75.0,9375.0
Nagarbhavi,3,600.0,3.0,100.0,16666.666666666668
Hoodi,2,1196.0,2.0,71.74,5998.327759197324
Bannerghatta Road,3,1550.0,2.0,75.0,4838.709677419355
Thigalarapalya,2,1418.0,2.0,101.0,7122.708039492242
Varthur Road,3,1655.0,3.0,115.0,6948.640483383686
KR Puram,2,1115.0,2.0,33.45,3000.0000000000005
other,2,1170.0,2.0,68.0,5811.965811965812
Anekal,2,1035.0,2.0,38.3,3700.483091787439
Singasandra,3,1306.0,2.0,58.0,4441.04134762634
Kengeri,2,750.0,2.0,22.0,2933.3333333333335
Thanisandra,3,1917.0,3.0,122.0,6364.110589462703
Kaggadasapura,3,1615.0,3.0,58.0,3591.331269349845
Marathahalli,2,1071.0,2.0,52.25,4878.618113912232
Koramangala,2,1325.0,2.0,119.0,8981.132075471698
Malleshwaram,7,3000.0,4.0,900.0,30000.0
5th Phase JP Nagar,3,1400.0,2.0,88.0,6285.714285714285
Tumkur Road,2,1246.0,2.0,82.0,6581.0593900481545
Sarjapur,2,1215.0,2.0,40.0,3292.1810699588477
Munnekollal,2,1200.0,2.0,49.5,4125.0
other,4,450.0,3.0,53.0,11777.777777777777
Kodigehaali,2,1200.0,2.0,60.0,5000.0
Kaval Byrasandra,2,945.0,2.0,50.0,5291.005291005291
Benson Town,4,4460.0,5.0,650.0,14573.991031390135
Hormavu,2,1175.0,2.0,52.0,4425.531914893617
Whitefield,2,920.0,2.0,63.0,6847.826086956522
Hosakerehalli,4,3024.0,5.0,350.0,11574.074074074075
other,2,1600.0,2.0,110.0,6875.0
Sanjay nagar,4,750.0,2.0,110.0,14666.666666666666
other,4,2400.0,4.0,700.0,29166.666666666668
other,2,955.0,1.0,34.01,3561.256544502618
Ardendale,3,1750.0,3.0,100.0,5714.285714285715
Uttarahalli,3,1425.0,2.0,64.0,4491.228070175439
Basavangudi,3,2150.0,3.0,265.0,12325.581395348838
Whitefield,2,1165.0,2.0,40.5,3476.3948497854076
Kaggadasapura,2,1050.0,2.0,48.0,4571.428571428572
other,3,1370.0,2.0,75.0,5474.4525547445255
Electronic City,3,1374.0,2.0,72.0,5240.174672489083
Harlur,3,1754.0,3.0,124.0,7069.555302166476
Kothanur,3,1847.0,3.0,110.0,5955.603681645913
Ambedkar Nagar,3,1850.0,4.0,139.0,7513.513513513513
Chikka Tirupathi,3,3297.0,3.0,135.0,4094.631483166515
other,2,1187.0,2.0,45.0,3791.0699241786015
Bommasandra Industrial Area,3,1400.0,2.0,40.44,2888.5714285714284
other,3,600.0,2.0,30.0,5000.0
Chamrajpet,2,1350.0,2.0,180.0,13333.333333333334
Doddaballapur,3,3000.0,2.0,120.0,4000.0
Thanisandra,1,693.0,1.0,34.3,4949.494949494949
other,3,1980.0,3.0,224.0,11313.131313131313
KR Puram,2,1021.0,2.0,48.0,4701.273261508325
Thigalarapalya,2,1165.0,2.0,95.0,8154.50643776824
Horamavu Agara,3,1756.0,3.0,92.0,5239.179954441914
Bharathi Nagar,3,1739.0,3.0,105.0,6037.952846463485
Varthur,2,1280.0,2.0,65.0,5078.125
Marathahalli,2,1215.0,2.0,58.86,4844.444444444444
Munnekollal,2,950.0,2.0,46.5,4894.736842105263
Kengeri,3,1082.0,2.0,49.0,4528.650646950093
7th Phase JP Nagar,2,1050.0,2.0,42.0,4000.0
Devanahalli,2,1080.0,2.0,53.35,4939.814814814815
Arekere,2,1100.0,2.0,55.0,5000.0
Ardendale,4,3200.0,4.0,205.0,6406.25
Sarjapur  Road,2,1311.0,2.0,78.0,5949.656750572082
Raja Rajeshwari Nagar,3,1608.0,3.0,67.98,4227.611940298508
Begur Road,2,1160.0,2.0,36.0,3103.448275862069
Whitefield,2,1170.0,2.0,71.0,6068.376068376068
Kengeri,2,1155.0,2.0,40.6,3515.151515151515
Hebbal,3,1255.0,2.0,77.68,6189.641434262949
Rayasandra,2,1065.0,2.0,44.95,4220.657276995305
Neeladri Nagar,1,674.0,1.0,21.0,3115.727002967359
Ambedkar Nagar,3,1936.0,4.0,126.0,6508.264462809917
Sarakki Nagar,3,2289.0,3.0,260.0,11358.671909130624
other,2,1100.0,2.0,38.45,3495.454545454546
Ramagondanahalli,3,2257.0,4.0,157.0,6956.136464333185
Nagarbhavi,2,1055.0,2.0,55.0,5213.270142180095
Raja Rajeshwari Nagar,3,1530.0,3.0,51.87,3390.1960784313724
other,3,1700.0,3.0,97.0,5705.882352941177
Raja Rajeshwari Nagar,3,1575.0,2.0,78.0,4952.380952380952
Frazer Town,3,3500.0,4.0,330.0,9428.57142857143
Rajiv Nagar,2,1263.0,2.0,93.32,7388.756927949327
KR Puram,3,1559.0,3.0,69.315,4446.119307248236
Kengeri Satellite Town,2,1043.0,2.0,65.0,6232.023010546501
Hennur,2,1255.0,2.0,53.5,4262.948207171315
JP Nagar,2,1352.5,2.0,93.865,6940.110905730129
Chandapura,1,590.0,1.0,13.57,2300.0
Yelahanka,3,1550.0,3.0,120.0,7741.935483870968
Sarjapur  Road,3,1220.0,3.0,56.0,4590.163934426229
other,3,1900.0,3.0,160.0,8421.052631578947
other,3,1360.0,3.0,55.0,4044.1176470588234
other,2,1100.0,2.0,75.0,6818.181818181818
8th Phase JP Nagar,3,1455.0,3.0,73.31,5038.487972508591
KR Puram,2,1035.0,2.0,40.5,3913.0434782608695
Harlur,2,1152.0,2.0,69.0,5989.583333333333
Bellandur,2,1299.0,2.0,82.0,6312.548113933795
Sarjapur  Road,3,1157.0,2.0,75.0,6482.281763180639
Rachenahalli,2,1050.0,2.0,52.5,5000.0
Pai Layout,2,1050.0,2.0,40.0,3809.5238095238096
Vittasandra,2,1246.0,2.0,67.4,5409.309791332264
other,3,1929.0,3.0,115.0,5961.638154484189
Hennur,2,1285.0,2.0,60.0,4669.260700389105
Margondanahalli,3,1200.0,2.0,65.0,5416.666666666667
other,4,3161.0,4.0,214.0,6770.00949066751
BTM 2nd Stage,3,1850.0,3.0,170.0,9189.18918918919
Sompura,3,1025.0,2.0,37.0,3609.756097560976
Malleshwaram,2,1124.0,3.0,80.0,7117.437722419929
Balagere,2,1012.0,2.0,54.59,5394.268774703557
Giri Nagar,7,4500.0,5.0,250.0,5555.555555555556
8th Phase JP Nagar,2,871.0,2.0,55.0,6314.580941446613
other,2,1020.0,2.0,40.0,3921.5686274509803
Rachenahalli,3,1550.0,3.0,73.5,4741.935483870968
other,3,3515.0,3.0,420.0,11948.790896159317
Akshaya Nagar,3,1410.0,2.0,80.0,5673.758865248227
Chikka Tirupathi,4,3500.0,5.0,150.0,4285.714285714285
Whitefield,2,1118.0,2.0,75.0,6708.4078711985685
Thanisandra,2,1098.0,2.0,68.0,6193.078324225865
Kanakapura,2,1130.0,2.0,45.2,4000.0
Sarjapur  Road,2,1145.0,2.0,75.0,6550.218340611354
Kadugodi,3,950.0,3.0,80.0,8421.052631578947
other,2,1051.0,2.0,33.0,3139.8667935299713
other,7,600.0,7.0,108.0,18000.0
Marathahalli,2,1102.0,2.0,53.67,4870.235934664247
Jalahalli,2,1478.0,2.0,125.0,8457.374830852503
Chandapura,1,645.0,1.0,16.45,2550.3875968992247
Hebbal,2,823.0,2.0,50.63,6151.883353584447
Abbigere,2,880.0,2.0,35.0,3977.2727272727275
KR Puram,4,600.0,5.0,75.0,12500.0
Budigere,3,1991.0,4.0,100.0,5022.601707684581
TC Palaya,3,1100.0,3.0,50.0,4545.454545454545
Gubbalala,3,1745.0,3.0,115.0,6590.25787965616
HAL 2nd Stage,2,1226.0,3.0,135.0,11011.419249592169
Begur Road,3,680.0,4.0,68.0,10000.0
other,2,1100.0,2.0,70.0,6363.636363636364
Banashankari Stage VI,4,1200.0,4.0,195.0,16250.0
5th Phase JP Nagar,2,1450.0,2.0,58.0,4000.0
Singasandra,4,3366.0,4.0,120.0,3565.0623885918003
Sahakara Nagar,2,1150.0,2.0,54.0,4695.652173913043
Kanakpura Road,3,1843.0,3.0,95.84,5200.217037438958
Banashankari Stage VI,4,2200.0,4.0,195.0,8863.636363636364
Bommanahalli,2,1090.0,3.0,44.0,4036.697247706422
Kaggadasapura,2,1132.0,2.0,42.0,3710.2473498233217
Hulimavu,2,1375.0,2.0,80.0,5818.181818181818
7th Phase JP Nagar,4,1500.0,5.0,220.0,14666.666666666666
Thanisandra,1,760.0,1.0,50.3,6618.421052631579
Kaggadasapura,2,1180.0,2.0,65.0,5508.474576271186
Jigani,2,918.0,2.0,45.0,4901.9607843137255
Rachenahalli,5,600.0,5.0,50.0,8333.333333333334
Margondanahalli,2,1200.0,1.0,53.0,4416.666666666667
HSR Layout,2,1372.0,2.0,61.0,4446.064139941691
other,7,2400.0,7.0,355.0,14791.666666666666
Ardendale,3,1728.0,3.0,95.0,5497.685185185185
Malleshwaram,3,2215.0,3.0,275.0,12415.349887133183
BTM 2nd Stage,2,1200.0,2.0,80.0,6666.666666666667
6th Phase JP Nagar,2,1280.0,2.0,56.0,4375.0
Hulimavu,4,800.0,4.0,110.0,13750.0
other,3,1455.0,2.0,56.0,3848.7972508591065
Rachenahalli,1,440.0,1.0,28.0,6363.636363636364
Kanakpura Road,3,1500.0,3.0,97.0,6466.666666666667
Whitefield,3,1800.0,3.0,110.0,6111.111111111111
Mysore Road,3,1525.0,3.0,96.0,6295.081967213115
Rachenahalli,2,1204.0,2.0,38.5,3197.6744186046512
Old Madras Road,2,1225.0,2.0,53.55,4371.428571428572
Kalyan nagar,6,800.0,6.0,98.0,12250.0
Bannerghatta Road,3,1650.0,3.0,122.0,7393.939393939394
Electronic City,3,880.0,2.0,18.0,2045.4545454545455
other,4,4200.0,4.0,255.0,6071.428571428572
other,2,1200.0,2.0,55.0,4583.333333333333
Sarjapur  Road,4,1152.0,4.0,230.0,19965.277777777777
9th Phase JP Nagar,2,1005.0,2.0,42.0,4179.104477611941
Whitefield,3,1562.0,3.0,103.0,6594.110115236876
Devanahalli,4,5000.0,5.0,395.0,7900.0
Babusapalaya,6,810.0,5.0,95.0,11728.395061728395
Ramamurthy Nagar,2,1200.0,2.0,42.0,3500.0
Kasavanhalli,3,1555.0,3.0,82.5,5305.4662379421225
KR Puram,2,1550.0,2.0,71.0,4580.645161290323
Whitefield,2,1190.0,2.0,67.0,5630.252100840336
Chikkalasandra,2,1070.0,2.0,50.0,4672.897196261682
Jalahalli East,2,1020.0,2.0,42.48,4164.705882352941
Yelahanka,3,1610.0,3.0,115.0,7142.857142857143
other,1,700.0,1.0,41.0,5857.142857142857
other,3,1300.0,2.0,49.0,3769.230769230769
Hebbal,2,1420.0,2.0,123.0,8661.971830985916
Vidyaranyapura,9,1200.0,9.0,100.0,8333.333333333334
Hebbal,3,1069.0,3.0,65.4,6117.867165575305
Marathahalli,3,1900.0,3.0,123.0,6473.684210526316
Old Airport Road,2,1655.0,2.0,97.65,5900.302114803625
Uttarahalli,2,1155.0,2.0,40.42,3499.5670995670994
Sarjapur  Road,3,1300.0,2.0,70.0,5384.615384615385
Electronic City,2,1100.0,2.0,45.0,4090.909090909091
Doddathoguru,2,1030.0,2.0,42.0,4077.669902912621
Vittasandra,2,2105.0,2.0,70.2,3334.916864608076
Bhoganhalli,3,1700.0,3.0,126.0,7411.764705882353
Jakkur,3,1760.0,3.0,139.0,7897.727272727273
Kadugodi,9,6200.0,9.0,200.0,3225.8064516129034
other,2,1400.0,2.0,67.0,4785.714285714285
other,2,1200.0,2.0,53.0,4416.666666666667
Bannerghatta Road,2,912.0,2.0,55.0,6030.701754385965
Whitefield,2,1102.0,2.0,48.0,4355.716878402904
other,3,1535.0,3.0,55.0,3583.061889250814
Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
Jigani,2,918.0,2.0,63.2,6884.531590413943
Begur Road,3,1500.0,2.0,70.0,4666.666666666667
other,3,3000.0,3.0,250.0,8333.333333333334
Kasavanhalli,3,1476.0,3.0,89.0,6029.810298102981
Mysore Road,2,1200.0,2.0,65.0,5416.666666666667
Vijayanagar,1,606.0,1.0,34.78,5739.273927392739
other,2,1100.0,2.0,61.0,5545.454545454545
Garudachar Palya,3,1295.0,2.0,59.5,4594.594594594595
Neeladri Nagar,1,527.0,1.0,26.0,4933.586337760911
OMBR Layout,2,1300.0,2.0,80.0,6153.846153846154
Bommanahalli,3,680.0,4.0,68.0,10000.0
other,1,1260.0,1.0,41.0,3253.968253968254
Koramangala,2,1140.0,2.0,75.2,6596.491228070176
other,1,1500.0,1.0,37.5,2500.0
Whitefield,3,2321.0,4.0,128.0,5514.864282636794
Sarjapur  Road,2,1390.0,2.0,62.0,4460.431654676259
Sarjapur  Road,3,1725.0,3.0,90.0,5217.391304347826
Hebbal,4,3067.0,4.0,310.0,10107.597000326052
Hennur Road,3,1186.0,2.0,63.0,5311.973018549747
Kanakpura Road,2,1230.0,2.0,85.0,6910.569105691057
other,1,600.0,1.0,17.0,2833.3333333333335
Yeshwanthpur,3,1313.0,3.0,96.0,7311.500380807312
TC Palaya,2,900.0,2.0,55.0,6111.111111111111
Ambalipura,2,1250.0,2.0,66.25,5300.0
HBR Layout,9,1200.0,6.0,280.0,23333.333333333332
Binny Pete,1,660.0,1.0,54.0,8181.818181818182
Basavangudi,2,1036.0,2.0,105.0,10135.135135135135
Koramangala,4,2700.0,4.0,450.0,16666.666666666668
Old Madras Road,2,1100.0,2.0,70.0,6363.636363636364
BTM 2nd Stage,4,1500.0,2.0,450.0,30000.0
Singasandra,4,525.0,5.0,56.0,10666.666666666666
Electronics City Phase 1,2,1015.0,2.0,56.0,5517.241379310345
Gottigere,1,812.0,1.0,26.0,3201.9704433497536
other,3,1360.0,2.0,65.0,4779.411764705882
Nehru Nagar,3,2167.0,3.0,170.0,7844.946931241348
Raja Rajeshwari Nagar,2,1200.0,2.0,35.0,2916.6666666666665
other,2,1165.0,2.0,75.0,6437.768240343347
BTM 2nd Stage,2,1274.0,2.0,70.0,5494.505494505494
Raja Rajeshwari Nagar,2,1151.0,2.0,39.02,3390.095569070374
Vidyaranyapura,6,1060.0,6.0,110.0,10377.358490566037
Thubarahalli,3,1626.0,2.0,120.0,7380.073800738008
Banashankari Stage V,2,1035.0,2.0,35.77,3456.038647342996
other,3,1272.0,4.0,75.0,5896.226415094339
other,2,965.0,2.0,45.0,4663.21243523316
other,5,1600.0,5.0,140.0,8750.0
Kothannur,2,1070.0,2.0,42.79,3999.0654205607475
Raja Rajeshwari Nagar,3,1570.0,2.0,65.0,4140.127388535032
other,2,,2.0,38.0,
other,2,780.0,2.0,25.0,3205.128205128205
other,3,1000.0,2.0,65.0,6500.0
9th Phase JP Nagar,4,1200.0,3.0,188.0,15666.666666666666
Tindlu,7,7500.0,7.0,400.0,5333.333333333333
5th Phase JP Nagar,3,1700.0,2.0,100.0,5882.35294117647
Haralur Road,3,1850.0,3.0,110.0,5945.945945945946
Kereguddadahalli,2,904.0,2.0,30.0,3318.5840707964603
other,2,1121.0,2.0,43.72,3900.0892060660126
7th Phase JP Nagar,3,1385.0,2.0,58.17,4200.0
Sahakara Nagar,2,1270.0,2.0,69.85,5499.999999999999
Kanakpura Road,3,1450.0,3.0,56.0,3862.0689655172414
other,3,2400.0,4.0,325.0,13541.666666666666
Mahadevpura,1,730.0,1.0,35.0,4794.520547945205
Raja Rajeshwari Nagar,3,1580.0,3.0,53.56,3389.8734177215188
Thanisandra,2,1111.0,2.0,50.0,4500.450045004501
Kengeri,4,1125.0,2.0,88.0,7822.222222222223
Varthur,2,977.0,2.0,36.0,3684.74923234391
other,2,674.0,1.0,19.9,2952.522255192878
Nagarbhavi,3,600.0,3.0,83.0,13833.333333333334
Sarjapur,4,2540.0,4.0,115.0,4527.55905511811
Jakkur,2,1290.0,2.0,100.0,7751.937984496124
Kumaraswami Layout,3,600.0,3.0,98.0,16333.333333333334
Abbigere,2,795.0,2.0,32.54,4093.0817610062895
Kanakpura Road,2,700.0,1.0,35.0,5000.0
other,2,1463.0,1.0,142.0,9706.083390293916
Vijayanagar,3,1000.0,3.0,140.0,14000.0
other,3,1306.0,2.0,58.0,4441.04134762634
other,3,2401.0,3.0,185.0,7705.12286547272
Bommenahalli,4,1670.0,3.0,135.0,8083.832335329342
other,3,1875.0,2.0,235.0,12533.333333333334
Marsur,3,1200.0,3.0,90.0,7500.0
Dodda Nekkundi,3,1804.0,3.0,121.0,6707.317073170731
1st Phase JP Nagar,3,2065.0,4.0,210.0,10169.49152542373
Hoskote,3,1225.0,3.0,40.0,3265.3061224489797
Thanisandra,2,1185.5,2.0,58.68,4949.810206663855
Bellandur,2,900.0,2.0,56.0,6222.222222222223
Binny Pete,2,1350.0,2.0,91.0,6740.740740740741
Kaggalipura,1,700.0,1.0,36.0,5142.857142857143
Mysore Road,2,1005.0,2.0,35.175,3499.9999999999995
Poorna Pragna Layout,2,1160.0,2.0,46.39,3999.137931034483
Hennur Road,3,1680.0,3.0,99.27,5908.928571428572
LB Shastri Nagar,2,1043.0,2.0,55.0,5273.250239693192
Hoskote,4,1200.0,4.0,120.0,10000.0
Hebbal,2,1040.0,2.0,46.0,4423.076923076923
Tindlu,3,1357.0,2.0,65.0,4789.977892409727
other,7,1600.0,7.0,104.0,6500.0
other,2,1225.0,2.0,47.0,3836.734693877551
other,9,1500.0,6.0,80.0,5333.333333333333
Yelachenahalli,2,1130.0,2.0,40.0,3539.8230088495575
Basavangudi,4,2500.0,4.0,150.0,6000.0
Sultan Palaya,3,1700.0,3.0,120.0,7058.823529411765
Doddathoguru,3,1549.0,3.0,65.0,4196.255648805681
Yeshwanthpur,2,1400.0,2.0,100.0,7142.857142857143
Dodda Nekkundi,2,1080.0,2.0,50.0,4629.62962962963
Ulsoor,2,1180.0,2.0,100.0,8474.57627118644
other,7,780.0,7.0,150.0,19230.76923076923
Domlur,3,1800.0,3.0,150.0,8333.333333333334
Haralur Road,2,1225.0,2.0,67.38,5500.408163265306
other,1,890.0,1.0,75.0,8426.966292134832
Abbigere,2,1005.0,2.0,39.59,3939.303482587065
Whitefield,2,1320.0,2.0,95.0,7196.969696969697
Anandapura,4,1475.0,2.0,50.0,3389.830508474576
other,2,1110.0,2.0,51.0,4594.594594594595
other,2,1300.0,2.0,54.0,4153.846153846154
other,5,600.0,3.0,86.0,14333.333333333334
Electronic City,2,1128.0,2.0,65.35,5793.439716312056
Jakkur,2,1452.19,2.0,100.0,6886.151261198604
other,3,2400.0,3.0,290.0,12083.333333333334
Banashankari,3,2600.0,4.0,135.0,5192.307692307692
Sarakki Nagar,3,2500.0,4.0,325.0,13000.0
Sanjay nagar,2,630.0,1.0,35.0,5555.555555555556
Hosa Road,2,1243.0,2.0,48.5,3901.850362027353
other,2,960.0,2.0,32.0,3333.3333333333335
other,3,1690.0,3.0,100.0,5917.15976331361
Whitefield,2,735.0,2.0,35.0,4761.9047619047615
Banaswadi,2,1365.0,2.0,73.0,5347.985347985348
Rajaji Nagar,5,2849.0,5.0,300.0,10530.01053001053
Hebbal,2,1420.0,2.0,99.39,6999.295774647887
Somasundara Palya,3,1570.0,3.0,68.0,4331.210191082802
Bisuvanahalli,2,850.0,1.0,32.0,3764.705882352941
7th Phase JP Nagar,3,1575.0,2.0,110.0,6984.126984126984
Thigalarapalya,2,1418.0,2.0,104.0,7334.273624823695
Uttarahalli,2,1050.0,2.0,42.0,4000.0
Hennur Road,2,1065.0,2.0,42.6,4000.0
Ulsoor,3,1340.0,3.0,90.0,6716.417910447762
Yelahanka New Town,3,1610.0,3.0,92.0,5714.285714285715
Electronic City Phase II,2,1160.0,2.0,33.5,2887.9310344827586
Kudlu,2,1092.0,2.0,44.0,4029.3040293040294
Parappana Agrahara,2,1194.0,2.0,47.0,3936.348408710218
Yelahanka,3,1455.0,3.0,61.5,4226.80412371134
Abbigere,1,734.0,1.0,19.82,2700.272479564033
other,2,799.0,2.0,38.0,4755.944931163955
